accession,length,host,definition,note,isolation_source,host_raw,ref_titles,record_categories,record_evidence,study_categories,study_evidence,subtype,st_source
MN606131.1,316,Bos taurus,"Blastocystis sp. isolate socah 5 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606130.1,316,Bos taurus,"Blastocystis sp. isolate socah 4 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606129.1,316,Bos taurus,"Blastocystis sp. isolate socah 3 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606128.1,316,Bos taurus,"Blastocystis sp. isolate socah 2 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606127.1,316,Bos taurus,"Blastocystis sp. isolate socah 1 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606126.1,316,Bos taurus,"Blastocystis sp. isolate kamal 10 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606125.1,316,Bos taurus,"Blastocystis sp. isolate kamal 9 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606124.1,316,Bos taurus,"Blastocystis sp. isolate kamal 8 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606123.1,316,Bos taurus,"Blastocystis sp. isolate kamal 7 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606122.1,316,Bos taurus,"Blastocystis sp. isolate kamal 6 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606121.1,316,Bos taurus,"Blastocystis sp. isolate kamal 5 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606120.1,316,Bos taurus,"Blastocystis sp. isolate kamal 4 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606119.1,316,Bos taurus,"Blastocystis sp. isolate kamal 3 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606118.1,316,Bos taurus,"Blastocystis sp. isolate kamal 2 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN606117.1,316,Bos taurus,"Blastocystis sp. isolate kamal 1 small subunit ribosomal RNA gene, partial sequence",subtype: 10,"Bangkalan, Madura",cattle,Direct Submission,,,,,ST23,barcode_mapping
MN585869.1,594,Homo sapiens,"Blastocystis sp. isolate C63 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST7,barcode_mapping
MN585868.1,581,Homo sapiens,"Blastocystis sp. isolate C57 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,,
MN585865.1,594,Homo sapiens,"Blastocystis sp. isolate C31 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST2,barcode_mapping
MN585853.1,605,Homo sapiens,"Blastocystis sp. isolate 35619 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,,
MN585851.1,609,Homo sapiens,"Blastocystis sp. isolate 1106 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,,
MN585850.1,607,Homo sapiens,"Blastocystis sp. isolate 1105 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST8,barcode_mapping
MN585849.1,594,Homo sapiens,"Blastocystis sp. isolate 1104 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST6,barcode_mapping
MN585848.1,600,Homo sapiens,"Blastocystis sp. isolate 1101 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN585847.1,576,Homo sapiens,"Blastocystis sp. isolate 1100 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST1,barcode_mapping
MN585838.1,611,Homo sapiens,"Blastocystis sp. isolate 1082 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,,
MN585837.1,605,Homo sapiens,"Blastocystis sp. isolate 1079 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST1,barcode_mapping
MN585835.1,577,Homo sapiens,"Blastocystis sp. isolate 1073 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST1,barcode_mapping
MN585834.1,572,Homo sapiens,"Blastocystis sp. isolate 1057 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN585833.1,626,Homo sapiens,"Blastocystis sp. isolate 1011 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,,
MN585829.1,568,Homo sapiens,"Blastocystis sp. isolate 919 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN585827.1,601,Homo sapiens,"Blastocystis sp. isolate 838 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN585826.1,572,Homo sapiens,"Blastocystis sp. isolate 799 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN585825.1,468,Homo sapiens,"Blastocystis sp. isolate 784 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,,
MN585823.1,603,Homo sapiens,"Blastocystis sp. isolate 676 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,,
MN585820.1,627,Homo sapiens,"Blastocystis sp. isolate 571 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,,
MN585819.1,602,Homo sapiens,"Blastocystis sp. isolate 566 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN585818.1,629,Homo sapiens,"Blastocystis sp. isolate 529 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,,
MN585816.1,602,Homo sapiens,"Blastocystis sp. isolate 401 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN585811.1,607,Homo sapiens,"Blastocystis sp. isolate 191 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST1,barcode_mapping
MN585810.1,603,Homo sapiens,"Blastocystis sp. isolate 89 small subunit ribosomal RNA gene, partial sequence",,,Homo sapiens,Direct Submission,,,,,ST2,barcode_mapping
KY312705.1,510,Homo sapiens,"Blastocystis sp. isolate H-535-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
KY312703.1,546,Homo sapiens,"Blastocystis sp. isolate H-365-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST1,barcode_mapping
KY312702.1,556,Homo sapiens,"Blastocystis sp. isolate H-269-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST2,barcode_mapping
KY312701.1,552,Homo sapiens,"Blastocystis sp. isolate H-205-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
KY312700.1,530,Homo sapiens,"Blastocystis sp. isolate H-191-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
KY312699.1,543,Homo sapiens,"Blastocystis sp. isolate H-176-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
KY312698.1,556,Homo sapiens,"Blastocystis sp. isolate H-144-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST2,barcode_mapping
KY312697.1,530,Homo sapiens,"Blastocystis sp. isolate H-141-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
KY312696.1,556,Homo sapiens,"Blastocystis sp. isolate H-137-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST2,barcode_mapping
KY312695.1,528,Homo sapiens,"Blastocystis sp. isolate 104-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
KY312694.1,548,Homo sapiens,"Blastocystis sp. isolate H-91-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
KY312693.1,556,Homo sapiens,"Blastocystis sp. isolate 88-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST2,barcode_mapping
KY312692.1,552,Homo sapiens,"Blastocystis sp. isolate 74-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
KY312691.1,545,Homo sapiens,"Blastocystis sp. isolate H-267-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
KY312690.1,549,Homo sapiens,"Blastocystis sp. isolate 276-BF small subunit ribosomal RNA gene, partial sequence",,feces,Homo sapiens,Direct Submission,,,,,ST1,barcode_mapping
MN545625.1,585,Giant panda,"Blastocystis sp. subtype 14 isolate AAP28 small subunit ribosomal RNA gene, partial sequence",,,Giant panda,Prevalence and subtype distribution of Blastocystis sp. isolates from giant panda in China; Direct Submission,,,,,ST31,barcode_mapping
MN542381.1,383,Homo sapiens,"Blastocystis sp. isolate ASA18 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST2,barcode_mapping
MN540614.1,382,Homo sapiens,"Blastocystis sp. isolate ASA26 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN540574.1,373,Homo sapiens,"Blastocystis sp. isolate ASA25 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN540575.1,374,Homo sapiens,"Blastocystis sp. isolate ASA24 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN540572.1,384,Homo sapiens,"Blastocystis sp. isolate ASA23 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN540569.1,373,Homo sapiens,"Blastocystis sp. isolate ASA22 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN540568.1,390,Homo sapiens,"Blastocystis sp. isolate ASA21 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN540567.1,401,Homo sapiens,"Blastocystis sp. isolate ASA19 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST2,barcode_mapping
MN540566.1,406,Homo sapiens,"Blastocystis sp. isolate ASA20 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST3,barcode_mapping
MN540446.1,383,Homo sapiens,"Blastocystis sp. isolate ASA17 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST2,barcode_mapping
MN540401.1,386,Homo sapiens,"Blastocystis sp. isolate ASA16 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST2,barcode_mapping
MN540400.1,386,Homo sapiens,"Blastocystis sp. isolate ASA15 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST2,barcode_mapping
MN540320.1,396,Homo sapiens,"Blastocystis sp. isolate ASA14 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST2,barcode_mapping
MN540270.1,381,Homo sapiens,"Blastocystis sp. isolate ASA12 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST1,barcode_mapping
MN540269.1,381,Homo sapiens,"Blastocystis sp. isolate ASA13 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST1,barcode_mapping
MN540263.1,402,Homo sapiens,"Blastocystis sp. isolate ASA11 small subunit ribosomal RNA gene, partial sequence",,stool,Homo sapiens,Direct Submission,,,,,ST1,barcode_mapping
MN503653.1,259,Homo sapiens,"Blastocystis sp. voucher ICGES BL61 small subunit ribosomal RNA gene, partial sequence",subtype: 1,human feces,Homo sapiens,Prevalence and subtypes distribution of Blastocystis sp. infecting children from a rural community in Panama; Direct Submission,,,,,ST1,barcode_mapping
MN503652.1,277,Homo sapiens,"Blastocystis sp. voucher ICGES BL60 small subunit ribosomal RNA gene, partial sequence",subtype: 3,human feces,Homo sapiens,Prevalence and subtypes distribution of Blastocystis sp. infecting children from a rural community in Panama; Direct Submission,,,,,ST3,barcode_mapping
MN503651.1,248,Homo sapiens,"Blastocystis sp. voucher ICGES BL66 small subunit ribosomal RNA gene, partial sequence",subtype: 3,human feces,Homo sapiens,Prevalence and subtypes distribution of Blastocystis sp. infecting children from a rural community in Panama; Direct Submission,,,,,ST3,barcode_mapping
MN503650.1,259,Homo sapiens,"Blastocystis sp. voucher ICGES BL69 small subunit ribosomal RNA gene, partial sequence",subtype: 1,human feces,Homo sapiens,Prevalence and subtypes distribution of Blastocystis sp. infecting children from a rural community in Panama; Direct Submission,,,,,ST1,barcode_mapping
MN503649.1,280,Homo sapiens,"Blastocystis sp. voucher ICGES BL74 small subunit ribosomal RNA gene, partial sequence",subtype: 1,human feces,Homo sapiens,Prevalence and subtypes distribution of Blastocystis sp. infecting children from a rural community in Panama; Direct Submission,,,,,ST1,barcode_mapping
MN503648.1,272,Homo sapiens,"Blastocystis sp. voucher ICGES BL77 small subunit ribosomal RNA gene, partial sequence",subtype: 1,human feces,Homo sapiens,Prevalence and subtypes distribution of Blastocystis sp. infecting children from a rural community in Panama; Direct Submission,,,,,ST1,barcode_mapping
MN503647.1,373,Homo sapiens,"Blastocystis sp. voucher ICGES BL87 small subunit ribosomal RNA gene, partial sequence",subtype: 1,human feces,Homo sapiens,Prevalence and subtypes distribution of Blastocystis sp. infecting children from a rural community in Panama; Direct Submission,,,,,ST1,barcode_mapping
MN503646.1,285,Homo sapiens,"Blastocystis sp. voucher ICGES BL92 small subunit ribosomal RNA gene, partial sequence",subtype: 1,human feces,Homo sapiens,Prevalence and subtypes distribution of Blastocystis sp. infecting children from a rural community in Panama; Direct Submission,,,,,ST1,barcode_mapping
